id	name	disease_id
326	ChronicObstructivePulmonaryDisease.33	34
327	ChronicObstructivePulmonaryDisease.20	34
328	ChronicObstructivePulmonaryDisease.40NS	34
329	ChronicObstructivePulmonaryDisease.1	34
330	ChronicObstructivePulmonaryDisease.19	34
331	ChronicObstructivePulmonaryDisease.14	34
332	ChronicObstructivePulmonaryDisease.3	34
333	ChronicObstructivePulmonaryDisease.38	34
334	ChronicObstructivePulmonaryDisease.6	34
335	ChronicObstructivePulmonaryDisease.48	34
336	ChronicObstructivePulmonaryDisease.47NS	34
337	ChronicObstructivePulmonaryDisease.15	34
338	ChronicObstructivePulmonaryDisease.23	34
339	ChronicObstructivePulmonaryDisease.9	34
340	ChronicObstructivePulmonaryDisease.24	34
341	ChronicObstructivePulmonaryDisease.21	34
342	ChronicObstructivePulmonaryDisease.29	34
343	ChronicObstructivePulmonaryDisease.30	34
344	ChronicObstructivePulmonaryDisease.42	34
345	ChronicObstructivePulmonaryDisease.25	34
346	ChronicObstructivePulmonaryDisease.17	34
347	ChronicObstructivePulmonaryDisease.45	34
348	ChronicObstructivePulmonaryDisease.32	34
349	ChronicObstructivePulmonaryDisease^^Cluster_of_size_1_12	34
350	ChronicRhinosinusitis.2NS	35
351	ChronicRhinosinusitis.3	35
352	ChronicRhinosinusitis.1NS	35
353	ChronicRhinosinusitis.5	35
354	ChronicRhinosinusitis.4	35
355	CoenzymeQdeficiency.4	36
356	CoenzymeQdeficiency.1	36
357	CoenzymeQdeficiency.2	36
358	CoenzymeQdeficiency.3	36
359	ColorectalCancer.5NS	37
360	ColorectalCancer.2	37
361	ColorectalCancer.6	37
362	ColorectalCancer.1NS	37
363	ColorectalCancer.4	37
364	ColorectalCancer.3	37
365	CrohnsDisease.2NS	38
366	CrohnsDisease.1	38
367	CutaneousSarcoidosis.2NSNS	39
368	CutaneousSarcoidosis.1	39
369	DenguePrimary.1	40
370	DenguePrimary.2	40
371	Dermatomyositis.2NS	41
372	Dermatomyositis.1	41
373	DuctalBreastCancer.2NSNS	42
374	DuctalBreastCancer.1NSNS	42
375	Endometriosis.9	43
376	Endometriosis.28NS	43
377	Endometriosis.11	43
378	Endometriosis.17	43
379	Endometriosis.12NS	43
380	Endometriosis.25NS	43
381	Endometriosis.10	43
382	Endometriosis.5	43
383	Endometriosis.26NS	43
384	Endometriosis.19	43
385	Endometriosis.24NS	43
386	Endometriosis.18	43
387	Endometriosis.4	43
388	Endometriosis.23NS	43
389	Endometriosis.7	43
390	Endometriosis.20NS	43
391	Endometriosis.2NS	43
392	Endometriosis.27NSNS	43
393	Endometriosis.3	43
394	Endometriosis.21NS	43
395	Endometriosis.16	43
396	Endometriosis.13NS	43
397	Endometriosis.15	43
398	Endometriosis.6NS	43
399	Endometriosis.8	43
400	Endometriosis.1	43
401	Endometriosis.22NSNS	43
402	Endometriosis.14	43
403	Ependymoma.63	44
404	Ependymoma.7	44
405	Ependymoma.24	44
406	Ependymoma.51	44
407	Ependymoma.40	44
408	Ependymoma.17	44
409	Ependymoma.20	44
410	Ependymoma.6	44
411	Ependymoma.64	44
412	Ependymoma^^Cluster_of_size_1_18	44
413	Ependymoma.13	44
414	Ependymoma.8	44
415	Ependymoma.58	44
416	Ependymoma.47	44
417	Ependymoma.59	44
418	Ependymoma.68	44
419	Ependymoma.34	44
420	Ependymoma.46	44
421	Ependymoma.33	44
422	Ependymoma.11	44
423	Ependymoma.35	44
424	Ependymoma.57	44
425	Ependymoma.31	44
426	Ependymoma.22	44
427	Ependymoma.41	44
428	Ependymoma.2	44
429	Ependymoma.36	44
430	Ependymoma.29	44
431	Ependymoma.32	44
432	Ependymoma.45	44
433	Ependymoma^^Cluster_of_size_1_60	44
434	Ependymoma.26	44
435	Ependymoma.49	44
436	Ependymoma^^Cluster_of_size_1_62	44
437	Ependymoma.43	44
438	Ependymoma.3	44
439	Ependymoma.37	44
440	Ependymoma^^Cluster_of_size_1_1	44
441	Ependymoma.27	44
442	Ependymoma.67	44
443	Ependymoma.15	44
444	Ependymoma^^Cluster_of_size_1_21	44
445	Ependymoma.10	44
446	Ependymoma.55	44
447	Ependymoma^^Cluster_of_size_1_16	44
448	Ependymoma.42	44
449	Ependymoma^^Cluster_of_size_1_12	44
450	Ependymoma^^Cluster_of_size_1_19	44
451	Ependymoma^^Cluster_of_size_1_61	44
452	Ependymoma^^Cluster_of_size_1_5	44
453	Ependymoma^^Cluster_of_size_1_28	44
454	Ependymoma^^Cluster_of_size_1_9	44
455	Ependymoma^^Cluster_of_size_1_30	44
456	Ependymoma.38NS	44
457	Ependymoma^^Cluster_of_size_1_53	44
458	Ependymoma^^Cluster_of_size_1_56	44
459	Ependymoma^^Cluster_of_size_1_65	44
460	Ependymoma^^Cluster_of_size_1_66	44
461	Ependymoma^^Cluster_of_size_1_14	44
462	Ependymoma^^Cluster_of_size_1_44	44
463	Ependymoma^^Cluster_of_size_1_50	44
464	Ependymoma^^Cluster_of_size_1_25	44
465	Ependymoma.39	44
466	Ependymoma^^Cluster_of_size_1_52	44
467	Ependymoma^^Cluster_of_size_1_54	44
468	Ependymoma^^Cluster_of_size_1_23	44
469	Ependymoma^^Cluster_of_size_1_4	44
470	Ependymoma^^Cluster_of_size_1_48	44
