disease_digraph_id	property	value
1887	appears_in	Hidalgo2009
1888	appears_in	Hidalgo2009
1889	appears_in	Hidalgo2009
1890	appears_in	Hidalgo2009
1892	appears_in	Hidalgo2009
1893	appears_in	Hidalgo2009
1899	appears_in	Hidalgo2009
1900	appears_in	Hidalgo2009
1901	appears_in	Hidalgo2009
1902	appears_in	Hidalgo2009 Jensen2014
1903	appears_in	Hidalgo2009
1906	appears_in	Hidalgo2009
1907	appears_in	Hidalgo2009 Jensen2014
1908	appears_in	Hidalgo2009
1909	appears_in	Hidalgo2009
1914	appears_in	Hidalgo2009
1915	appears_in	Hidalgo2009
1916	appears_in	Hidalgo2009
1917	appears_in	Hidalgo2009
1918	appears_in	Hidalgo2009
1920	appears_in	Hidalgo2009
1921	appears_in	Hidalgo2009
1925	appears_in	Hidalgo2009
1926	appears_in	Hidalgo2009
1928	appears_in	Hidalgo2009
1929	appears_in	Hidalgo2009
1939	appears_in	Hidalgo2009
1940	appears_in	Hidalgo2009
1942	appears_in	Hidalgo2009
1943	appears_in	Hidalgo2009
1955	appears_in	Hidalgo2009
1956	appears_in	Hidalgo2009
1961	appears_in	Hidalgo2009
1962	appears_in	Hidalgo2009
1963	appears_in	Hidalgo2009
1964	appears_in	Hidalgo2009
1966	appears_in	Hidalgo2009
1967	appears_in	Hidalgo2009
1968	appears_in	Hidalgo2009
1969	appears_in	Hidalgo2009
1970	appears_in	Hidalgo2009
1971	appears_in	Hidalgo2009
1972	appears_in	Hidalgo2009
1973	appears_in	Hidalgo2009
1976	appears_in	Hidalgo2009
1977	appears_in	Hidalgo2009
2044	appears_in	Hidalgo2009
2045	appears_in	Hidalgo2009
2046	appears_in	Hidalgo2009
2047	appears_in	Hidalgo2009
2050	appears_in	Hidalgo2009
2051	appears_in	Hidalgo2009
2052	appears_in	Hidalgo2009
2061	appears_in	Hidalgo2009
2062	appears_in	Hidalgo2009
2065	appears_in	Hidalgo2009
2066	appears_in	Hidalgo2009
2067	appears_in	Hidalgo2009
2068	appears_in	Hidalgo2009
2069	appears_in	Hidalgo2009
2070	appears_in	Hidalgo2009
2073	appears_in	Hidalgo2009
2074	appears_in	Hidalgo2009
2075	appears_in	Hidalgo2009
2076	appears_in	Hidalgo2009
2083	appears_in	Hidalgo2009
2084	appears_in	Hidalgo2009
2087	appears_in	Hidalgo2009
2092	appears_in	Hidalgo2009
2097	appears_in	Hidalgo2009
2098	appears_in	Hidalgo2009
2099	appears_in	Hidalgo2009
2100	appears_in	Hidalgo2009
2120	appears_in	Hidalgo2009
2126	appears_in	Hidalgo2009
2127	appears_in	Hidalgo2009
2128	appears_in	Hidalgo2009
2129	appears_in	Hidalgo2009
2141	appears_in	Hidalgo2009
2142	appears_in	Hidalgo2009
2148	appears_in	Hidalgo2009
2149	appears_in	Hidalgo2009
2150	appears_in	Hidalgo2009
2151	appears_in	Hidalgo2009
2152	appears_in	Hidalgo2009
2153	appears_in	Hidalgo2009
2154	appears_in	Hidalgo2009
2155	appears_in	Hidalgo2009
2157	appears_in	Hidalgo2009
2172	appears_in	Hidalgo2009
2174	appears_in	Hidalgo2009
2186	appears_in	Hidalgo2009
2187	appears_in	Hidalgo2009
2191	appears_in	Hidalgo2009
2192	appears_in	Hidalgo2009
2193	appears_in	Hidalgo2009
2194	appears_in	Hidalgo2009
2200	appears_in	Hidalgo2009
2201	appears_in	Hidalgo2009
2205	appears_in	Hidalgo2009
2206	appears_in	Hidalgo2009
2207	appears_in	Hidalgo2009
2208	appears_in	Hidalgo2009
2209	appears_in	Hidalgo2009
2210	appears_in	Hidalgo2009
2211	appears_in	Hidalgo2009
2212	appears_in	Hidalgo2009
2213	appears_in	Hidalgo2009
2214	appears_in	Hidalgo2009
2215	appears_in	Hidalgo2009
2216	appears_in	Hidalgo2009
2217	appears_in	Hidalgo2009
2218	appears_in	Hidalgo2009
2219	appears_in	Hidalgo2009
2224	appears_in	Hidalgo2009
2225	appears_in	Hidalgo2009
2228	appears_in	Hidalgo2009 Jensen2014
2229	appears_in	Hidalgo2009
2231	appears_in	Hidalgo2009
2233	appears_in	Hidalgo2009
2234	appears_in	Hidalgo2009
2235	appears_in	Hidalgo2009
2236	appears_in	Hidalgo2009
2237	appears_in	Hidalgo2009 Jensen2014
2238	appears_in	Hidalgo2009
2240	appears_in	Hidalgo2009
2241	appears_in	Hidalgo2009
2244	appears_in	Hidalgo2009
2245	appears_in	Hidalgo2009
2246	appears_in	Hidalgo2009
2247	appears_in	Hidalgo2009
2250	appears_in	Hidalgo2009
2251	appears_in	Hidalgo2009
2252	appears_in	Hidalgo2009
2253	appears_in	Hidalgo2009
2254	appears_in	Hidalgo2009
2255	appears_in	Hidalgo2009
2257	appears_in	Hidalgo2009
2258	appears_in	Hidalgo2009
2259	appears_in	Hidalgo2009
2260	appears_in	Hidalgo2009
2262	appears_in	Hidalgo2009
2263	appears_in	Hidalgo2009
2267	appears_in	Hidalgo2009
2268	appears_in	Hidalgo2009
2269	appears_in	Hidalgo2009
2270	appears_in	Hidalgo2009
2271	appears_in	Hidalgo2009
2272	appears_in	Hidalgo2009
2273	appears_in	Hidalgo2009
2274	appears_in	Hidalgo2009
2275	appears_in	Hidalgo2009
2276	appears_in	Hidalgo2009
2277	appears_in	Hidalgo2009
2278	appears_in	Hidalgo2009
2294	appears_in	Hidalgo2009
2295	appears_in	Hidalgo2009
2297	appears_in	Hidalgo2009
2300	appears_in	Hidalgo2009
2308	appears_in	Hidalgo2009
2316	appears_in	Hidalgo2009
2317	appears_in	Hidalgo2009
2324	appears_in	Hidalgo2009
2325	appears_in	Hidalgo2009
2326	appears_in	Hidalgo2009
2337	appears_in	Hidalgo2009
2338	appears_in	Hidalgo2009
2339	appears_in	Hidalgo2009
2344	appears_in	Hidalgo2009
2345	appears_in	Hidalgo2009
2347	appears_in	Hidalgo2009
2348	appears_in	Hidalgo2009
2349	appears_in	Hidalgo2009
2350	appears_in	Hidalgo2009
2351	appears_in	Hidalgo2009
2355	appears_in	Hidalgo2009
2357	appears_in	Hidalgo2009
2358	appears_in	Hidalgo2009
2359	appears_in	Hidalgo2009
2360	appears_in	Hidalgo2009
2366	appears_in	Hidalgo2009
2376	appears_in	Hidalgo2009
2379	appears_in	Hidalgo2009
2382	appears_in	Hidalgo2009
2385	appears_in	Hidalgo2009
2386	appears_in	Hidalgo2009
2389	appears_in	Hidalgo2009
2393	appears_in	Hidalgo2009
2394	appears_in	Hidalgo2009
2396	appears_in	Hidalgo2009
2397	appears_in	Hidalgo2009
2410	appears_in	Hidalgo2009
2411	appears_in	Hidalgo2009
2412	appears_in	Hidalgo2009
2415	appears_in	Hidalgo2009
2416	appears_in	Hidalgo2009
2417	appears_in	Hidalgo2009
2418	appears_in	Hidalgo2009
2419	appears_in	Hidalgo2009
2420	appears_in	Hidalgo2009
2421	appears_in	Hidalgo2009
2434	appears_in	Hidalgo2009
2435	appears_in	Hidalgo2009
2437	appears_in	Hidalgo2009
2438	appears_in	Hidalgo2009
2439	appears_in	Hidalgo2009
2440	appears_in	Hidalgo2009
2441	appears_in	Hidalgo2009
2442	appears_in	Hidalgo2009
2443	appears_in	Hidalgo2009
2444	appears_in	Hidalgo2009
2445	appears_in	Hidalgo2009
2446	appears_in	Hidalgo2009
2447	appears_in	Hidalgo2009
2448	appears_in	Hidalgo2009
2449	appears_in	Hidalgo2009
2450	appears_in	Hidalgo2009
2451	appears_in	Hidalgo2009
2452	appears_in	Hidalgo2009
2453	appears_in	Hidalgo2009
2454	appears_in	Hidalgo2009
2455	appears_in	Hidalgo2009
2456	appears_in	Hidalgo2009
2457	appears_in	Hidalgo2009
2458	appears_in	Hidalgo2009
2459	appears_in	Hidalgo2009
2460	appears_in	Hidalgo2009
2461	appears_in	Hidalgo2009
2469	appears_in	Hidalgo2009
2470	appears_in	Hidalgo2009
2471	appears_in	Hidalgo2009
2472	appears_in	Hidalgo2009
2473	appears_in	Hidalgo2009
2474	appears_in	Hidalgo2009
2475	appears_in	Hidalgo2009
2476	appears_in	Hidalgo2009
2477	appears_in	Hidalgo2009
2478	appears_in	Hidalgo2009
2479	appears_in	Hidalgo2009
2482	appears_in	Hidalgo2009
2485	appears_in	Hidalgo2009
2486	appears_in	Hidalgo2009
2501	appears_in	Hidalgo2009
2502	appears_in	Hidalgo2009
2513	appears_in	Hidalgo2009
2514	appears_in	Hidalgo2009
2515	appears_in	Hidalgo2009
2517	appears_in	Hidalgo2009
2518	appears_in	Hidalgo2009
2522	appears_in	Hidalgo2009
2523	appears_in	Hidalgo2009
2526	appears_in	Hidalgo2009
2527	appears_in	Hidalgo2009
2528	appears_in	Hidalgo2009
2529	appears_in	Hidalgo2009
2530	appears_in	Hidalgo2009
2533	appears_in	Hidalgo2009
2536	appears_in	Hidalgo2009
2540	appears_in	Hidalgo2009
2541	appears_in	Hidalgo2009
2542	appears_in	Hidalgo2009
2543	appears_in	Hidalgo2009
2544	appears_in	Hidalgo2009
2545	appears_in	Hidalgo2009
2546	appears_in	Hidalgo2009
2548	appears_in	Hidalgo2009
2549	appears_in	Hidalgo2009
2553	appears_in	Hidalgo2009
2554	appears_in	Hidalgo2009
2555	appears_in	Hidalgo2009
2556	appears_in	Hidalgo2009
2557	appears_in	Hidalgo2009
2558	appears_in	Hidalgo2009
2559	appears_in	Hidalgo2009
2562	appears_in	Hidalgo2009
2563	appears_in	Hidalgo2009
2569	appears_in	Hidalgo2009
2572	appears_in	Hidalgo2009
2573	appears_in	Hidalgo2009
2574	appears_in	Hidalgo2009
2576	appears_in	Hidalgo2009
2577	appears_in	Hidalgo2009
2582	appears_in	Hidalgo2009
2583	appears_in	Hidalgo2009
2584	appears_in	Hidalgo2009
2585	appears_in	Hidalgo2009
2586	appears_in	Hidalgo2009
2587	appears_in	Hidalgo2009
2588	appears_in	Hidalgo2009
2589	appears_in	Hidalgo2009
2593	appears_in	Hidalgo2009
2594	appears_in	Hidalgo2009
2595	appears_in	Hidalgo2009
2599	appears_in	Hidalgo2009
2600	appears_in	Hidalgo2009
2606	appears_in	Hidalgo2009
2609	appears_in	Hidalgo2009
2610	appears_in	Hidalgo2009
2611	appears_in	Hidalgo2009
2615	appears_in	Hidalgo2009 Jensen2014
2616	appears_in	Hidalgo2009
2631	appears_in	Hidalgo2009
2632	appears_in	Hidalgo2009
2633	appears_in	Hidalgo2009
2634	appears_in	Hidalgo2009
2635	appears_in	Hidalgo2009
2636	appears_in	Hidalgo2009
2643	appears_in	Hidalgo2009
2644	appears_in	Hidalgo2009
2646	appears_in	Hidalgo2009
2647	appears_in	Hidalgo2009
2648	appears_in	Hidalgo2009
2649	appears_in	Hidalgo2009
2650	appears_in	Hidalgo2009
2668	appears_in	Jensen2014
2671	appears_in	Hidalgo2009
2672	appears_in	Hidalgo2009
2673	appears_in	Hidalgo2009
2683	appears_in	Hidalgo2009
2684	appears_in	Hidalgo2009
2685	appears_in	Hidalgo2009
2686	appears_in	Hidalgo2009
2687	appears_in	Hidalgo2009
2688	appears_in	Hidalgo2009
2691	appears_in	Hidalgo2009
2692	appears_in	Hidalgo2009
2695	appears_in	Hidalgo2009
2698	appears_in	Hidalgo2009
2699	appears_in	Hidalgo2009
2700	appears_in	Hidalgo2009
2701	appears_in	Hidalgo2009
2704	appears_in	Hidalgo2009
2705	appears_in	Hidalgo2009
2706	appears_in	Hidalgo2009
2707	appears_in	Hidalgo2009
2708	appears_in	Hidalgo2009
2709	appears_in	Hidalgo2009
2710	appears_in	Hidalgo2009
2711	appears_in	Hidalgo2009
2714	appears_in	Hidalgo2009
2715	appears_in	Hidalgo2009
2716	appears_in	Hidalgo2009
2717	appears_in	Hidalgo2009
2718	appears_in	Hidalgo2009
2719	appears_in	Hidalgo2009
2720	appears_in	Hidalgo2009
2721	appears_in	Hidalgo2009
2722	appears_in	Hidalgo2009
2723	appears_in	Hidalgo2009
2724	appears_in	Hidalgo2009
2725	appears_in	Hidalgo2009
2726	appears_in	Hidalgo2009
2727	appears_in	Hidalgo2009
2728	appears_in	Hidalgo2009
2729	appears_in	Hidalgo2009
2730	appears_in	Hidalgo2009
2731	appears_in	Hidalgo2009
2732	appears_in	Hidalgo2009
2733	appears_in	Hidalgo2009
2734	appears_in	Hidalgo2009
2738	appears_in	Hidalgo2009
2739	appears_in	Hidalgo2009
2743	appears_in	Hidalgo2009
2751	appears_in	Hidalgo2009
2752	appears_in	Hidalgo2009
2753	appears_in	Hidalgo2009
2759	appears_in	Hidalgo2009
2760	appears_in	Hidalgo2009
2763	appears_in	Hidalgo2009
2765	appears_in	Hidalgo2009 Jensen2014
2766	appears_in	Hidalgo2009
2767	appears_in	Hidalgo2009
2768	appears_in	Hidalgo2009
2772	appears_in	Hidalgo2009
2773	appears_in	Hidalgo2009
2776	appears_in	Hidalgo2009
2777	appears_in	Hidalgo2009
2780	appears_in	Jensen2014
2791	appears_in	Hidalgo2009
2792	appears_in	Hidalgo2009
2793	appears_in	Hidalgo2009
2804	appears_in	Hidalgo2009
2805	appears_in	Hidalgo2009
2807	appears_in	Hidalgo2009
2808	appears_in	Hidalgo2009
2819	appears_in	Hidalgo2009
2827	appears_in	Hidalgo2009
2828	appears_in	Hidalgo2009
2829	appears_in	Hidalgo2009
2831	appears_in	Hidalgo2009
2832	appears_in	Hidalgo2009
2834	appears_in	Hidalgo2009
2835	appears_in	Hidalgo2009
2852	appears_in	Hidalgo2009
2853	appears_in	Hidalgo2009
2854	appears_in	Hidalgo2009
2855	appears_in	Hidalgo2009
2856	appears_in	Hidalgo2009
2857	appears_in	Hidalgo2009
2858	appears_in	Hidalgo2009
2859	appears_in	Hidalgo2009
2860	appears_in	Hidalgo2009
2861	appears_in	Hidalgo2009
2862	appears_in	Hidalgo2009
2863	appears_in	Hidalgo2009
2864	appears_in	Hidalgo2009
2871	appears_in	Hidalgo2009
2907	appears_in	Hidalgo2009
2908	appears_in	Hidalgo2009
2909	appears_in	Hidalgo2009
2910	appears_in	Hidalgo2009
2911	appears_in	Hidalgo2009
2912	appears_in	Hidalgo2009
2918	appears_in	Hidalgo2009
2919	appears_in	Hidalgo2009
2920	appears_in	Hidalgo2009
2921	appears_in	Hidalgo2009
2922	appears_in	Hidalgo2009
2923	appears_in	Hidalgo2009
2924	appears_in	Hidalgo2009
2925	appears_in	Hidalgo2009
2926	appears_in	Hidalgo2009
2934	appears_in	Hidalgo2009
2935	appears_in	Hidalgo2009
2936	appears_in	Hidalgo2009
2939	appears_in	Hidalgo2009
2940	appears_in	Hidalgo2009
2941	appears_in	Hidalgo2009
2942	appears_in	Hidalgo2009
2946	appears_in	Hidalgo2009
2947	appears_in	Hidalgo2009
2949	appears_in	Hidalgo2009
2950	appears_in	Hidalgo2009
2951	appears_in	Hidalgo2009
2952	appears_in	Hidalgo2009
2953	appears_in	Hidalgo2009
2955	appears_in	Hidalgo2009
2959	appears_in	Hidalgo2009
2962	appears_in	Hidalgo2009
2963	appears_in	Hidalgo2009
2969	appears_in	Hidalgo2009
2973	appears_in	Hidalgo2009
2978	appears_in	Hidalgo2009
2980	appears_in	Hidalgo2009
2989	appears_in	Hidalgo2009
2995	appears_in	Hidalgo2009
2999	appears_in	Hidalgo2009
3000	appears_in	Hidalgo2009
3002	appears_in	Hidalgo2009
3007	appears_in	Hidalgo2009
3008	appears_in	Hidalgo2009
3009	appears_in	Hidalgo2009
3010	appears_in	Hidalgo2009
3011	appears_in	Hidalgo2009
3014	appears_in	Hidalgo2009
3015	appears_in	Hidalgo2009
3018	appears_in	Hidalgo2009
3019	appears_in	Hidalgo2009
3020	appears_in	Hidalgo2009
3021	appears_in	Hidalgo2009
3022	appears_in	Hidalgo2009
3023	appears_in	Hidalgo2009
3024	appears_in	Hidalgo2009
3026	appears_in	Hidalgo2009
3027	appears_in	Hidalgo2009
3028	appears_in	Hidalgo2009
3029	appears_in	Hidalgo2009
3030	appears_in	Hidalgo2009
3031	appears_in	Hidalgo2009
3032	appears_in	Hidalgo2009
3033	appears_in	Hidalgo2009
3034	appears_in	Hidalgo2009
3035	appears_in	Hidalgo2009
3036	appears_in	Hidalgo2009
3037	appears_in	Hidalgo2009
3038	appears_in	Hidalgo2009
3039	appears_in	Hidalgo2009
3040	appears_in	Hidalgo2009
3041	appears_in	Hidalgo2009
3042	appears_in	Hidalgo2009
3043	appears_in	Hidalgo2009
3044	appears_in	Hidalgo2009
3045	appears_in	Hidalgo2009
3049	appears_in	Hidalgo2009
3050	appears_in	Hidalgo2009
3052	appears_in	Hidalgo2009
3053	appears_in	Hidalgo2009
3054	appears_in	Hidalgo2009
3055	appears_in	Hidalgo2009
3059	appears_in	Hidalgo2009
3060	appears_in	Hidalgo2009
3063	appears_in	Hidalgo2009
3064	appears_in	Hidalgo2009
3065	appears_in	Hidalgo2009
3066	appears_in	Hidalgo2009
3067	appears_in	Hidalgo2009
3068	appears_in	Hidalgo2009
3070	appears_in	Hidalgo2009
3071	appears_in	Hidalgo2009
3072	appears_in	Hidalgo2009
3075	appears_in	Hidalgo2009
3076	appears_in	Hidalgo2009 Jensen2014
3080	appears_in	Hidalgo2009 Jensen2014
3081	appears_in	Hidalgo2009
3082	appears_in	Hidalgo2009
3085	appears_in	Hidalgo2009
3086	appears_in	Hidalgo2009
3089	appears_in	Hidalgo2009
3090	appears_in	Hidalgo2009
3091	appears_in	Hidalgo2009
3092	appears_in	Hidalgo2009
3093	appears_in	Hidalgo2009
3094	appears_in	Hidalgo2009
3098	appears_in	Hidalgo2009 Jensen2014
3099	appears_in	Hidalgo2009 Jensen2014
3100	appears_in	Hidalgo2009
3101	appears_in	Hidalgo2009
3102	appears_in	Hidalgo2009
3105	appears_in	Hidalgo2009
3107	appears_in	Hidalgo2009
3108	appears_in	Hidalgo2009
3109	appears_in	Hidalgo2009
3110	appears_in	Hidalgo2009
3111	appears_in	Hidalgo2009
3112	appears_in	Hidalgo2009
3113	appears_in	Hidalgo2009
3114	appears_in	Hidalgo2009
3115	appears_in	Hidalgo2009
3116	appears_in	Hidalgo2009
3119	appears_in	Hidalgo2009
3121	appears_in	Hidalgo2009
3122	appears_in	Hidalgo2009 Jensen2014
3123	appears_in	Hidalgo2009
3124	appears_in	Hidalgo2009
3125	appears_in	Hidalgo2009
3133	appears_in	Hidalgo2009
3134	appears_in	Hidalgo2009
3135	appears_in	Hidalgo2009
3140	appears_in	Hidalgo2009
3141	appears_in	Hidalgo2009
3142	appears_in	Hidalgo2009
3143	appears_in	Hidalgo2009
3145	appears_in	Hidalgo2009
3146	appears_in	Hidalgo2009
3152	appears_in	Hidalgo2009
3158	appears_in	Hidalgo2009
3159	appears_in	Hidalgo2009
3163	appears_in	Hidalgo2009
3164	appears_in	Hidalgo2009
3173	appears_in	Hidalgo2009
3174	appears_in	Hidalgo2009
3176	appears_in	Hidalgo2009
3177	appears_in	Hidalgo2009
3179	appears_in	Hidalgo2009
3180	appears_in	Hidalgo2009
3182	appears_in	Hidalgo2009
3183	appears_in	Hidalgo2009
3186	appears_in	Hidalgo2009
3187	appears_in	Hidalgo2009
3188	appears_in	Hidalgo2009
3191	appears_in	Hidalgo2009
3192	appears_in	Hidalgo2009
3193	appears_in	Hidalgo2009
3196	appears_in	Hidalgo2009
3197	appears_in	Hidalgo2009
3213	appears_in	Hidalgo2009
3214	appears_in	Hidalgo2009
3223	appears_in	Hidalgo2009
3228	appears_in	Hidalgo2009
3230	appears_in	Hidalgo2009
3231	appears_in	Hidalgo2009
3237	appears_in	Hidalgo2009
3242	appears_in	Hidalgo2009
3247	appears_in	Hidalgo2009
3249	appears_in	Hidalgo2009
3251	appears_in	Hidalgo2009
3252	appears_in	Hidalgo2009
3253	appears_in	Hidalgo2009
3255	appears_in	Hidalgo2009
3256	appears_in	Hidalgo2009
3259	appears_in	Hidalgo2009
3260	appears_in	Hidalgo2009
3270	appears_in	Hidalgo2009
3271	appears_in	Hidalgo2009
3274	appears_in	Hidalgo2009
3275	appears_in	Hidalgo2009
3276	appears_in	Hidalgo2009
3281	appears_in	Hidalgo2009
3282	appears_in	Hidalgo2009
3285	appears_in	Hidalgo2009
3286	appears_in	Hidalgo2009
3287	appears_in	Hidalgo2009
3288	appears_in	Hidalgo2009
3289	appears_in	Hidalgo2009
3290	appears_in	Hidalgo2009
3291	appears_in	Hidalgo2009
3292	appears_in	Hidalgo2009
3293	appears_in	Jensen2014
3295	appears_in	Hidalgo2009
3297	appears_in	Hidalgo2009
3298	appears_in	Hidalgo2009
3305	appears_in	Hidalgo2009
3311	appears_in	Hidalgo2009
3330	appears_in	Hidalgo2009
3338	appears_in	Hidalgo2009
3340	appears_in	Hidalgo2009
3341	appears_in	Hidalgo2009
3342	appears_in	Hidalgo2009
3343	appears_in	Hidalgo2009
3344	appears_in	Hidalgo2009
3348	appears_in	Hidalgo2009
3349	appears_in	Hidalgo2009
3350	appears_in	Hidalgo2009
3351	appears_in	Hidalgo2009
3352	appears_in	Hidalgo2009
3353	appears_in	Hidalgo2009
3354	appears_in	Hidalgo2009
3355	appears_in	Hidalgo2009
3356	appears_in	Hidalgo2009
3357	appears_in	Hidalgo2009
3359	appears_in	Hidalgo2009
3360	appears_in	Hidalgo2009
3361	appears_in	Hidalgo2009 Jensen2014
3363	appears_in	Hidalgo2009
3364	appears_in	Hidalgo2009
3365	appears_in	Hidalgo2009
3366	appears_in	Hidalgo2009
3367	appears_in	Hidalgo2009
3371	appears_in	Hidalgo2009
3372	appears_in	Hidalgo2009
3380	appears_in	Hidalgo2009
3383	appears_in	Hidalgo2009
3386	appears_in	Hidalgo2009
3387	appears_in	Hidalgo2009
3388	appears_in	Hidalgo2009
3389	appears_in	Hidalgo2009
3390	appears_in	Hidalgo2009
3391	appears_in	Hidalgo2009
3392	appears_in	Hidalgo2009
3393	appears_in	Hidalgo2009
3394	appears_in	Hidalgo2009
3395	appears_in	Hidalgo2009
3401	appears_in	Hidalgo2009
3402	appears_in	Hidalgo2009
3403	appears_in	Hidalgo2009
3408	appears_in	Hidalgo2009
3409	appears_in	Hidalgo2009
3422	appears_in	Hidalgo2009
3423	appears_in	Hidalgo2009
3427	appears_in	Hidalgo2009
3428	appears_in	Hidalgo2009
3437	appears_in	Hidalgo2009
3438	appears_in	Hidalgo2009
3448	appears_in	Hidalgo2009
3449	appears_in	Hidalgo2009
3450	appears_in	Hidalgo2009
3457	appears_in	Hidalgo2009
3458	appears_in	Hidalgo2009
3459	appears_in	Hidalgo2009
3460	appears_in	Hidalgo2009
3461	appears_in	Hidalgo2009
3462	appears_in	Hidalgo2009
3463	appears_in	Hidalgo2009
3464	appears_in	Hidalgo2009
3467	appears_in	Hidalgo2009
3468	appears_in	Hidalgo2009
3471	appears_in	Hidalgo2009
3472	appears_in	Hidalgo2009
3473	appears_in	Hidalgo2009
3474	appears_in	Hidalgo2009
3475	appears_in	Hidalgo2009
3476	appears_in	Hidalgo2009
3477	appears_in	Hidalgo2009
3478	appears_in	Hidalgo2009
3479	appears_in	Hidalgo2009
3480	appears_in	Hidalgo2009
3481	appears_in	Hidalgo2009
3482	appears_in	Hidalgo2009
3483	appears_in	Hidalgo2009
3484	appears_in	Hidalgo2009
3485	appears_in	Hidalgo2009
3486	appears_in	Hidalgo2009
3487	appears_in	Hidalgo2009
3488	appears_in	Hidalgo2009
3489	appears_in	Hidalgo2009
3491	appears_in	Hidalgo2009
3492	appears_in	Hidalgo2009
3494	appears_in	Hidalgo2009
3495	appears_in	Hidalgo2009
3496	appears_in	Hidalgo2009
3497	appears_in	Hidalgo2009
3498	appears_in	Hidalgo2009
3502	appears_in	Hidalgo2009
3503	appears_in	Hidalgo2009
3504	appears_in	Hidalgo2009
3505	appears_in	Hidalgo2009
3506	appears_in	Hidalgo2009
3507	appears_in	Hidalgo2009
3508	appears_in	Hidalgo2009
3509	appears_in	Hidalgo2009
3510	appears_in	Hidalgo2009
3511	appears_in	Hidalgo2009
3512	appears_in	Hidalgo2009
3513	appears_in	Hidalgo2009
3516	appears_in	Hidalgo2009
3517	appears_in	Hidalgo2009
3518	appears_in	Hidalgo2009
3520	appears_in	Hidalgo2009
3521	appears_in	Hidalgo2009
3522	appears_in	Hidalgo2009
3523	appears_in	Hidalgo2009
3524	appears_in	Hidalgo2009
3525	appears_in	Hidalgo2009
3531	appears_in	Hidalgo2009
3532	appears_in	Hidalgo2009
3533	appears_in	Hidalgo2009
3534	appears_in	Hidalgo2009
3540	appears_in	Hidalgo2009
3546	appears_in	Hidalgo2009
3547	appears_in	Hidalgo2009
3551	appears_in	Hidalgo2009
3552	appears_in	Hidalgo2009
3559	appears_in	Hidalgo2009
3560	appears_in	Hidalgo2009
3562	appears_in	Hidalgo2009
3595	appears_in	Hidalgo2009
3596	appears_in	Hidalgo2009
3603	appears_in	Hidalgo2009
3606	appears_in	Hidalgo2009
3611	appears_in	Hidalgo2009
3612	appears_in	Hidalgo2009
3613	appears_in	Hidalgo2009
3614	appears_in	Hidalgo2009
3617	appears_in	Hidalgo2009
3618	appears_in	Hidalgo2009
3619	appears_in	Hidalgo2009
3620	appears_in	Hidalgo2009
3621	appears_in	Hidalgo2009
3622	appears_in	Hidalgo2009
3623	appears_in	Hidalgo2009
3625	appears_in	Hidalgo2009
3626	appears_in	Hidalgo2009
3627	appears_in	Hidalgo2009
3630	appears_in	Hidalgo2009
3631	appears_in	Hidalgo2009
3632	appears_in	Hidalgo2009
3649	appears_in	Hidalgo2009
3650	appears_in	Hidalgo2009
3654	appears_in	Hidalgo2009
3655	appears_in	Hidalgo2009
3656	appears_in	Hidalgo2009
3657	appears_in	Hidalgo2009
3658	appears_in	Hidalgo2009
3659	appears_in	Hidalgo2009
3660	appears_in	Hidalgo2009
3661	appears_in	Hidalgo2009
3662	appears_in	Hidalgo2009
3667	appears_in	Hidalgo2009
3676	appears_in	Hidalgo2009
3677	appears_in	Hidalgo2009
3706	appears_in	Hidalgo2009
3707	appears_in	Hidalgo2009
3715	appears_in	Hidalgo2009
3716	appears_in	Hidalgo2009
3717	appears_in	Hidalgo2009
3719	appears_in	Hidalgo2009
3720	appears_in	Hidalgo2009
3721	appears_in	Hidalgo2009
3722	appears_in	Hidalgo2009
3727	appears_in	Hidalgo2009
3742	appears_in	Hidalgo2009
3743	appears_in	Hidalgo2009
3744	appears_in	Hidalgo2009
3745	appears_in	Hidalgo2009
3747	appears_in	Hidalgo2009
3750	appears_in	Hidalgo2009
3751	appears_in	Hidalgo2009
3754	appears_in	Hidalgo2009
3755	appears_in	Hidalgo2009
3756	appears_in	Hidalgo2009
3757	appears_in	Hidalgo2009
3760	appears_in	Hidalgo2009
3761	appears_in	Hidalgo2009
3785	appears_in	Hidalgo2009
3786	appears_in	Hidalgo2009
3799	appears_in	Hidalgo2009
3802	appears_in	Hidalgo2009
3807	appears_in	Hidalgo2009
3808	appears_in	Hidalgo2009
3809	appears_in	Hidalgo2009
3810	appears_in	Hidalgo2009
3814	appears_in	Hidalgo2009
3815	appears_in	Hidalgo2009
3817	appears_in	Hidalgo2009
3818	appears_in	Hidalgo2009
3819	appears_in	Hidalgo2009
3820	appears_in	Hidalgo2009
3824	appears_in	Hidalgo2009
3825	appears_in	Hidalgo2009
3826	appears_in	Hidalgo2009
3832	appears_in	Hidalgo2009
3833	appears_in	Hidalgo2009
3834	appears_in	Hidalgo2009
3835	appears_in	Hidalgo2009
3859	appears_in	Hidalgo2009
3869	appears_in	Hidalgo2009
3870	appears_in	Hidalgo2009
3871	appears_in	Hidalgo2009
3872	appears_in	Hidalgo2009
3875	appears_in	Hidalgo2009
3876	appears_in	Hidalgo2009
3877	appears_in	Hidalgo2009
3880	appears_in	Hidalgo2009
3881	appears_in	Hidalgo2009
3882	appears_in	Hidalgo2009
3883	appears_in	Hidalgo2009
3884	appears_in	Hidalgo2009
3885	appears_in	Hidalgo2009
